Index,Sequence,label,Start_time,End_time,output,conv1,conv2,conv3
1624,208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208,0,2005-06-14-21.29.02.267266,2005-06-14 21:29:38.144450,"3.1223628520965576,-3.3220221996307373","0.0,2.937291145324707,1.105194091796875,0.0,3.4501614570617676,1.8112705945968628,1.5229873657226562,0.690284788608551,0.0,1.4309604167938232,0.0,2.333984375,0.0,3.2021563053131104,1.9433238506317139,0.0","0.0,0.0,0.0,0.0,1.6780779361724854,0.0,0.0,1.8392601013183594,0.0,0.7556156516075134,0.0,0.0,3.0128533840179443,4.407777786254883,0.0,3.3550660610198975","0.0,2.8456521034240723,0.0,0.0,4.8943891525268555,1.8340849876403809,0.0,0.0,5.219708442687988,0.0,2.4541664123535156,0.0,0.20374053716659546,1.5400516986846924,3.001727342605591,2.8834691047668457"
6551,259 259 167 167 259 167 259 167 259 167,0,2005-08-09-11.24.43.385222,2005-08-09 11:24:44.135270,"5.805201053619385,-5.331156253814697","0.0,4.90551233291626,0.6175503134727478,0.0,6.268747329711914,2.9581165313720703,3.2775304317474365,1.6660066843032837,0.0,3.0491461753845215,0.0,4.016732692718506,0.0,4.930604457855225,3.422732353210449,0.0","0.0,0.0,0.0,0.0,2.9034266471862793,0.0,0.0,3.3148322105407715,0.0,2.7697432041168213,0.0,0.0,5.48041296005249,7.028560161590576,0.0,5.388727188110352","0.0,4.88017463684082,0.0,0.0,7.542191982269287,3.557098150253296,0.0,0.0,8.162625312805176,0.0,4.229526519775391,0.0,1.0687531232833862,3.6231906414031982,5.995112419128418,3.9988608360290527"
8161,218 218 99 99 94 314 191,0,2005-09-01-23.41.23.352969,2005-09-01 23:41:24.021035,"5.731842041015625,-5.330765247344971","0.0,4.803890228271484,0.7199459075927734,0.0,6.3836870193481445,2.8381426334381104,3.017814874649048,1.6609307527542114,0.0,3.293999195098877,0.0,4.07054328918457,0.0,5.471714019775391,3.311443328857422,0.0","0.0,0.0,0.0,0.0,2.5361902713775635,0.0,0.0,3.1795763969421387,0.0,2.2909204959869385,0.0,0.0,5.25333833694458,7.378873825073242,0.0,5.584790229797363","0.0,4.96696138381958,0.0,0.0,7.909093379974365,3.4307196140289307,0.0,0.0,8.54571533203125,0.0,3.992443323135376,0.0,1.011674165725708,3.649681568145752,6.246895790100098,3.7670364379882812"
5407,94 218 218 94 314 94 314 94 191 314 191 314 218 218 314 94 218 218 191 70 70 314 314 70 99 191 314 99 314 191,0,2005-07-27-22.33.05.017877,2005-07-27 22:33:06.818236,"6.151459217071533,-5.726508140563965","0.0,5.236487865447998,0.9517732262611389,0.0,6.78967809677124,3.2268757820129395,3.332516670227051,1.7656769752502441,0.0,3.4106318950653076,0.0,4.250856399536133,0.0,5.606252670288086,3.6687700748443604,0.0","0.0,0.0,0.0,0.0,2.940523386001587,0.0,0.0,3.4726033210754395,0.0,2.8044610023498535,0.0,0.0,5.865801811218262,7.622211933135986,0.0,5.746952533721924","0.0,5.2220001220703125,0.0,0.04497349634766579,8.184298515319824,3.5906708240509033,0.0,0.0,8.858540534973145,0.0,4.626501560211182,0.0,1.2053309679031372,3.733484983444214,6.3864593505859375,4.286734580993652"
8378,118 118 118 118 118 118 118 118,0,2005-09-03-06.01.53.263984,2005-09-03 06:01:53.454419,"6.015870094299316,-5.537240028381348","0.0,4.994629859924316,0.5726571679115295,0.0,6.580574989318848,3.141472101211548,3.475407361984253,1.689831018447876,0.0,3.1787497997283936,0.0,4.0311598777771,0.0,5.258883953094482,3.472972869873047,0.0","0.0,0.0,0.0,0.0,3.0382277965545654,0.0,0.0,3.5658035278320312,0.0,2.8303089141845703,0.0,0.0,5.776688575744629,7.261617183685303,0.0,5.605162143707275","0.0,5.130070686340332,0.0,0.0,7.771749496459961,3.6175143718719482,0.0,0.0,8.564695358276367,0.0,4.3828558921813965,0.0,0.9364176392555237,3.7104809284210205,6.2774248123168945,4.155723571777344"
8512,27 264 276 276 276 276 276 276,1,2005-09-04-20.28.55.430530,2005-09-04 20:29:02.158045,"-5.92195463180542,4.566877841949463","1.9626253843307495,0.0,0.07258975505828857,3.328111171722412,0.0,0.0,0.0,0.0,1.5113825798034668,0.0,2.8125743865966797,0.20670628547668457,3.472432851791382,0.0,0.0,5.349186897277832","5.0880351066589355,4.792389392852783,5.789732933044434,3.228008270263672,0.0,5.631491184234619,5.894434928894043,0.0,4.975093364715576,0.0,4.30067777633667,7.655402660369873,0.0,0.23741967976093292,2.626434564590454,0.0","2.759169578552246,0.0,3.023263931274414,0.0,1.4339399337768555,0.0,4.098962306976318,0.0,0.0,0.789233922958374,0.030310306698083878,0.0,0.0,0.0,0.0,0.0"
8607,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-05.33.14.302651,2005-09-07 05:33:20.701174,"2.0796289443969727,-2.3005073070526123","0.0,2.3670334815979004,1.181649923324585,0.0,2.3338115215301514,1.265950083732605,0.6232975721359253,0.7061803936958313,0.0,0.7699998021125793,0.0,1.9764348268508911,0.0,2.029503107070923,1.7634724378585815,0.0","0.0,0.0,0.0,0.0,1.158227801322937,0.0,0.0,0.8925334215164185,0.0,0.7112448215484619,0.0,0.0,1.9679315090179443,2.6109602451324463,0.0,2.132777690887451","0.0,1.8098244667053223,0.0,0.0,3.3660831451416016,1.5771236419677734,0.0,0.0,3.95337176322937,0.0,1.0359653234481812,0.0,0.4710133671760559,0.8341440558433533,2.1137688159942627,1.4580656290054321"
5333,310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310 310,0,2005-07-26-19.12.28.228474,2005-07-26 19:12:50.199164,"2.00711727142334,-2.3039212226867676","0.0,2.6791319847106934,0.7512915730476379,0.0,2.2508668899536133,0.985077440738678,0.6882320642471313,0.47407716512680054,0.0,0.7149081230163574,0.0,2.042865753173828,0.0,2.0223076343536377,1.7190512418746948,0.0","0.0,0.0,0.0,0.0,1.3679221868515015,0.0,0.0,0.8698400855064392,0.0,0.4633529782295227,0.0,0.0,2.1475751399993896,2.3697197437286377,0.0,2.1942903995513916","0.0,1.6254254579544067,0.0,0.09579012542963028,3.0352296829223633,1.3380155563354492,0.0,0.0,3.67730975151062,0.0,1.4436947107315063,0.0,0.13020074367523193,0.959630012512207,2.219034194946289,1.522003412246704"
8862,94 218 314 218 94 191 314 94 218 218 314 191 191 94 94 94 94 94 94 314 314 94 191 314 314 94 314 314 314 314 314 191 94 191 191 191 314 314 314 218 218 314 314 314 314 314 314 314 191 314 314 94 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314,0,2005-09-11-20.39.16.031523,2005-09-11 20:39:21.793537,"6.192986488342285,-5.810519695281982","0.0,5.6339616775512695,1.0296117067337036,0.0,7.445594787597656,3.5046234130859375,3.5838260650634766,1.7690337896347046,0.0,3.32490873336792,0.0,4.114285469055176,0.0,5.617030143737793,3.6430277824401855,0.0","0.0,0.0,0.0,0.0,2.890730857849121,0.0,0.0,3.724285840988159,0.0,2.784179210662842,0.0,0.0,6.268443584442139,7.24812650680542,0.0,6.118208408355713","0.0,5.629745960235596,0.0,0.14038991928100586,7.001824378967285,3.5166878700256348,0.0,0.0,9.24874210357666,0.0,4.916599273681641,0.0,1.2509819269180298,3.1985249519348145,6.0291748046875,4.470814228057861"
8657,94 94 94 314 94 94 314 94 314 191 314 314 191 314 191 191 191 191,0,2005-09-07-12.38.10.423086,2005-09-07 12:38:12.300880,"6.51942253112793,-6.018579006195068","0.0,5.652549743652344,0.8141074180603027,0.0,7.456847190856934,3.5226104259490967,3.6093626022338867,1.8673808574676514,0.0,3.4880211353302,0.0,4.237987518310547,0.0,5.818073272705078,3.582568883895874,0.0","0.0,0.0,0.0,0.0,3.147512674331665,0.0,0.0,3.8656725883483887,0.0,3.0482985973358154,0.0,0.0,6.453424453735352,8.019864082336426,0.0,6.3198018074035645","0.0,5.709619998931885,0.0,0.0,8.268836975097656,3.7580573558807373,0.0,0.0,9.454917907714844,0.0,4.890678882598877,0.0,1.0682653188705444,3.804734706878662,6.739614009857178,4.610480785369873"
8643,30 223 260 232 31 30 31 30 31,0,2005-09-07-10.11.39.426028,2005-09-07 10:12:13.666527,"5.839239597320557,-5.386093616485596","0.0,4.9203386306762695,0.6482409238815308,0.0,6.383737087249756,2.924821376800537,3.098863363265991,1.7482479810714722,0.0,3.1480250358581543,0.0,4.041027069091797,0.0,5.21086311340332,3.4544425010681152,0.0","0.0,0.0,0.0,0.0,2.804051399230957,0.0,0.0,3.2452051639556885,0.0,2.589890718460083,0.0,0.0,5.601041793823242,7.204038619995117,0.0,5.5737152099609375","0.0,4.9784345626831055,0.0,0.0,7.779809951782227,3.6192739009857178,0.0,0.0,8.499271392822266,0.0,4.152578353881836,0.0,1.0402066707611084,3.67303729057312,6.259479999542236,3.897735357284546"
8580,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-06-17.06.14.327670,2005-09-06 17:06:39.341021,"-5.692512512207031,3.966958522796631","2.197356939315796,0.0,0.0,2.7138099670410156,0.0,0.0,0.0,0.0,0.8298445343971252,0.0,2.96219801902771,0.0,2.986708164215088,0.0,0.0,5.0122528076171875","3.533602714538574,5.250320911407471,6.149456977844238,2.0803048610687256,0.0,6.457988262176514,5.499523162841797,0.0,4.425166606903076,0.0,2.632080554962158,8.007068634033203,0.0,0.0,2.7422335147857666,0.0","2.5265274047851562,0.0,3.6828343868255615,0.0,0.0,0.0,2.5253491401672363,0.0,0.0,0.6766305565834045,0.0,0.0,0.0,0.0,0.0,0.0"
7368,94 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 94 94 314 314 191 191,0,2005-08-21-22.54.20.456869,2005-08-21 22:54:32.596655,"6.130854606628418,-5.6858062744140625","0.0,5.279886245727539,0.7690026164054871,0.0,7.002311706542969,3.3054146766662598,3.24822735786438,1.8794934749603271,0.0,3.4245574474334717,0.0,4.169759273529053,0.0,5.743503093719482,3.3917174339294434,0.0","0.0,0.0,0.0,0.0,2.8261373043060303,0.0,0.0,3.468665599822998,0.0,2.5060439109802246,0.0,0.0,5.708122253417969,7.925132751464844,0.0,6.082102298736572","0.0,5.270638942718506,0.0,0.06934721767902374,8.211195945739746,3.7260849475860596,0.0,0.0,8.868805885314941,0.0,4.37774658203125,0.0,1.034132957458496,3.7212467193603516,6.510256767272949,4.135676860809326"
8277,219 219 219 219 219 219 219 219 219 219,0,2005-09-02-14.55.12.307903,2005-09-02 14:55:12.462317,"5.527043342590332,-5.063787460327148","0.0,4.440323352813721,0.6584910750389099,0.0,5.764235973358154,2.653484582901001,3.0223352909088135,1.6128419637680054,0.0,2.991046667098999,0.0,3.97430157661438,0.0,4.889744758605957,3.3496086597442627,0.0","0.0,0.0,0.0,0.0,2.7308716773986816,0.0,0.0,3.072829246520996,0.0,2.624215602874756,0.0,0.0,5.1032023429870605,6.845915794372559,0.0,5.08981466293335","0.0,4.617919921875,0.0,0.009472605772316456,7.460724353790283,3.5098421573638916,0.0,0.0,7.852173805236816,0.0,3.7226223945617676,0.0,1.2042810916900635,3.575664520263672,5.785712242126465,3.5481503009796143"
8584,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-06-17.30.51.648859,2005-09-06 17:31:26.185903,"-5.692512512207031,3.966958522796631","2.197356939315796,0.0,0.0,2.7138099670410156,0.0,0.0,0.0,0.0,0.8298445343971252,0.0,2.96219801902771,0.0,2.986708164215088,0.0,0.0,5.0122528076171875","3.533602714538574,5.250320911407471,6.149456977844238,2.0803048610687256,0.0,6.457988262176514,5.499523162841797,0.0,4.425166606903076,0.0,2.632080554962158,8.007068634033203,0.0,0.0,2.7422335147857666,0.0","2.5265274047851562,0.0,3.6828343868255615,0.0,0.0,0.0,2.5253491401672363,0.0,0.0,0.6766305565834045,0.0,0.0,0.0,0.0,0.0,0.0"
4713,208 208 208 208 208 208 208 208 208 208,0,2005-07-16-13.06.22.216464,2005-07-16 13:06:43.524816,"3.3384788036346436,-3.5056846141815186","0.0,2.937291145324707,1.0419138669967651,0.0,3.4501614570617676,1.8112705945968628,1.5229873657226562,0.690284788608551,0.0,1.6524003744125366,0.0,2.6995742321014404,0.0,3.6022820472717285,1.9433238506317139,0.0","0.0,0.0,0.0,0.0,1.6780779361724854,0.0,0.0,1.8392601013183594,0.0,0.7556156516075134,0.0,0.0,3.0128533840179443,5.223347187042236,0.0,3.3550660610198975","0.0,2.8456521034240723,0.0,0.0,6.142982482910156,2.040858030319214,0.0,0.0,5.226805210113525,0.0,2.4541664123535156,0.0,0.20374053716659546,1.9620397090911865,3.5769710540771484,2.8834691047668457"
2115,94 94 94 314 314 314 218 191 314 191 191,0,2005-06-20-22.39.17.136997,2005-06-20 22:39:17.600260,"6.366235733032227,-5.8411993980407715","0.0,5.370516777038574,0.8216303586959839,0.0,7.085118293762207,3.351789712905884,3.387111186981201,1.927833914756775,0.0,3.470468044281006,0.0,4.206570148468018,0.0,5.792651176452637,3.4773168563842773,0.0","0.0,0.0,0.0,0.0,3.147512674331665,0.0,0.0,3.644845724105835,0.0,3.0482985973358154,0.0,0.0,6.1596832275390625,7.995023727416992,0.0,6.165865421295166","0.0,5.38284969329834,0.0,0.10263189673423767,8.256385803222656,3.7649710178375244,0.0,0.0,9.170475006103516,0.0,4.57761287689209,0.0,1.268812656402588,3.771064281463623,6.5974650382995605,4.405109405517578"
7678,317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317,0,2005-08-26-12.03.50.239195,2005-08-26 12:03:51.446058,"5.393100261688232,-5.131289482116699","0.0,4.837158679962158,1.618776798248291,0.0,5.671159267425537,2.7939364910125732,3.3357086181640625,1.9689213037490845,0.0,2.4467077255249023,0.0,3.7681570053100586,0.0,4.129738807678223,4.077900409698486,0.0","0.0,0.0,0.0,0.0,3.236690044403076,0.0,0.0,3.0402092933654785,0.0,3.2701127529144287,0.0,0.0,5.496844291687012,6.11743688583374,0.0,5.0081586837768555","0.0,4.8774919509887695,0.0,0.6292116641998291,5.761218547821045,3.3835768699645996,0.0,0.0,7.745619297027588,0.0,3.7144792079925537,0.0,1.8694771528244019,2.3593780994415283,5.134203910827637,3.855438709259033"
8348,118 118 118 118 118 118 118 118,0,2005-09-03-05.27.10.620484,2005-09-03 05:27:10.815459,"6.015870094299316,-5.537240028381348","0.0,4.994629859924316,0.5726571679115295,0.0,6.580574989318848,3.141472101211548,3.475407361984253,1.689831018447876,0.0,3.1787497997283936,0.0,4.0311598777771,0.0,5.258883953094482,3.472972869873047,0.0","0.0,0.0,0.0,0.0,3.0382277965545654,0.0,0.0,3.5658035278320312,0.0,2.8303089141845703,0.0,0.0,5.776688575744629,7.261617183685303,0.0,5.605162143707275","0.0,5.130070686340332,0.0,0.0,7.771749496459961,3.6175143718719482,0.0,0.0,8.564695358276367,0.0,4.3828558921813965,0.0,0.9364176392555237,3.7104809284210205,6.2774248123168945,4.155723571777344"
8518,276 276 276 276 276 276,1,2005-09-05-11.41.02.966160,2005-09-05 11:41:03.383084,"-5.39431095123291,3.7520289421081543","2.1348280906677246,0.0,0.04850434511899948,2.660708427429199,0.0,0.0,0.0,0.0,0.8208558559417725,0.0,2.8903515338897705,0.1576033979654312,2.9202044010162354,0.0,0.0,4.888854503631592","3.5706934928894043,5.051027297973633,5.954068183898926,1.9749470949172974,0.0,6.10734748840332,5.248540878295898,0.0,4.235684394836426,0.0,2.4997286796569824,7.674344539642334,0.0,0.2384476363658905,2.643803119659424,0.0","2.5265274047851562,0.0,3.2816529273986816,0.0,1.4355894327163696,0.0,2.295823097229004,0.0,0.0,0.6766305565834045,0.03110320307314396,0.0,0.0,0.0,0.0,0.0"
6095,259 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 16,0,2005-08-04-12.55.44.537158,2005-08-04 12:56:00.612089,"5.867915153503418,-5.419588565826416","0.0,4.938602447509766,0.557831883430481,0.0,6.30393123626709,3.006014108657837,3.2498202323913574,1.5740104913711548,0.0,3.170382261276245,0.0,4.066957473754883,0.0,5.1656694412231445,3.4954168796539307,0.0","0.0,0.0,0.0,0.0,3.0102059841156006,0.0,0.0,3.3270134925842285,0.0,2.7687251567840576,0.0,0.0,5.6608195304870605,7.159266948699951,0.0,5.30952787399292","0.0,4.966958045959473,0.0,0.0,7.791286945343018,3.473389148712158,0.0,0.0,8.342350006103516,0.0,4.244561195373535,0.0,0.984550416469574,3.7590675354003906,6.145849704742432,4.023133277893066"
